370	0	0	0
371	0	0	0
372	0	0	0
373	0	0	0
374	0	0	0
375	0	0	0
376	0	0	0
377	0	0	0
378	0	0	0
379	0	0	0
380	7.742e-06	6.284e-07	4.807e-05
381	6.85e-06	1.4876e-06	5.404e-05
382	5.958e-06	2.3467e-06	6.001e-05
383	5.066e-06	3.2059e-06	6.598e-05
384	4.174e-06	4.065e-06	7.195e-05
385	3.4055e-06	4.428e-06	7.8325e-05
386	2.637e-06	4.791e-06	8.47e-05
387	1.8685e-06	5.154e-06	9.1075e-05
388	1.1e-06	5.517e-06	9.745e-05
389	1.1232e-06	5.784e-06	0.00010951
390	1.1465e-06	6.051e-06	0.00012158
391	1.1697e-06	6.318e-06	0.00013364
392	1.193e-06	6.585e-06	0.0001457
393	2.3753e-06	7.8187e-06	0.00016108
394	3.5575e-06	9.0525e-06	0.00017645
395	4.7398e-06	1.0286e-05	0.00019183
396	5.922e-06	1.152e-05	0.0002072
397	6.618e-06	1.0935e-05	0.00022405
398	7.314e-06	1.0349e-05	0.0002409
399	8.01e-06	9.7642e-06	0.00025775
400	8.706e-06	9.179e-06	0.0002746
401	8.859e-06	8.1317e-06	0.00029815
402	9.012e-06	7.0845e-06	0.0003217
403	9.165e-06	6.0372e-06	0.00034525
404	9.318e-06	4.99e-06	0.0003688
405	9.741e-06	5.6447e-06	0.00040295
406	1.0164e-05	6.2995e-06	0.0004371
407	1.0587e-05	6.9543e-06	0.00047125
408	1.101e-05	7.609e-06	0.0005054
409	1.1212e-05	1.0009e-05	0.00054398
410	1.1415e-05	1.241e-05	0.00058255
411	1.1617e-05	1.481e-05	0.00062113
412	1.182e-05	1.721e-05	0.0006597
413	1.2755e-05	1.9255e-05	0.00070583
414	1.369e-05	2.13e-05	0.00075195
415	1.4625e-05	2.3345e-05	0.00079808
416	1.556e-05	2.539e-05	0.0008442
417	1.816e-05	2.704e-05	0.0009014
418	2.076e-05	2.869e-05	0.0009586
419	2.336e-05	3.034e-05	0.0010158
